Id,SalePrice
1461,126566.53554964988
1462,157442.19301432936
1463,183882.85706724288
1464,184159.76347568436
1465,189998.81253735724
1466,181894.69134094883
1467,172882.44486224817
1468,167994.37824125617
1469,178644.93878903246
1470,127581.4011934157
1471,193458.37688204253
1472,95066.645750303
1473,98812.40841966314
1474,151232.82044487415
1475,116771.36612609186
1476,365291.1563369335
1477,242199.6498198139
1478,285578.6676578186
1479,278050.29659824644
1480,501335.890109373
1481,322356.48512245045
1482,206641.52794549923
1483,182035.29055232016
1484,167800.9371335151
1485,176325.51207870775
1486,195714.13941136232
1487,325356.8647066116
1488,233874.42463857014
1489,201730.82585229893
1490,222506.72795335288
1491,189969.85730882047
1492,92273.69313080439
1493,168678.79502908196
1494,297577.97063006833
1495,286382.9654630112
1496,239045.94477663224
1497,184869.72220887945
1498,153455.3949890449
1499,156415.40326301934
1500,156417.04843456158
1501,175012.50567876908
1502,152311.41636379345
1503,285164.7106886241
1504,234389.28464708844
1505,225363.6983697356
1506,173335.6704059327
1507,253596.1890500577
1508,202846.98123691432
1509,161082.8509023484
1510,149824.37075413595
1511,147182.8255710141
1512,169889.36720741092
1513,134065.11373083273
1514,169824.02270783903
1515,192105.22602513668
1516,146566.49189787757
1517,159794.48637809302
1518,132989.46027592354
1519,229605.847564776
1520,135738.22994287513
1521,140253.88940562741
1522,168127.04254312057
1523,115548.46137806834
1524,125591.08824698518
1525,125734.14316039355
1526,125540.46118966925
1527,103835.27212862899
1528,132840.82789645658
1529,146834.9175737213
1530,174367.3279208988
1531,121320.00783854662
1532,100907.21242231464
1533,147775.30459344777
1534,117128.97847716477
1535,157066.22844860912
1536,110018.85985332658
1537,76467.82737736804
1538,157387.69575041736
1539,196945.6722272822
1540,106077.35317273015
1541,133898.82547053535
1542,141590.152313001
1543,189492.41047550223
1544,86277.46653678325
1545,100614.16460270727
1546,127312.42165776524
1547,135584.42462002215
1548,132272.02026055675
1549,111968.94136433475
1550,134597.1979745257
1551,109659.00704117476
1552,139457.6666900495
1553,139489.94412598142
1554,113466.70371427907
1555,175135.6834971707
1556,88027.84875301532
1557,109601.28122279498
1558,95168.62352074301
1559,88699.63820607163
1560,137410.30304195744
1561,143713.8901170538
1562,126289.31172968673
1563,122211.19616304414
1564,166860.88312664686
1565,148493.64096497084
1566,230298.570806558
1567,80732.6316704584
1568,236263.14466246628
1569,159788.1219906129
1570,137364.20974215222
1571,118624.65087339871
1572,151108.67592424163
1573,228366.28728936557
1574,121022.71793952124
1575,207323.05368514248
1576,236547.94204312292
1577,194203.8566502263
1578,144336.9300154416
1579,143683.30604575007
1580,186772.62568228692
1581,146439.49195595545
1582,126541.87038214758
1583,323145.6898418444
1584,230013.18764582145
1585,143703.16203159772
1586,74793.7915211971
1587,103859.22897981093
1588,148951.47001103923
1589,103781.25506130139
1590,135229.98912465782
1591,99426.16441924786
1592,124604.65220959381
1593,120597.9200251071
1594,125933.805399754
1595,119122.48625169958
1596,241370.41629726405
1597,191138.22787523567
1598,191440.42529835517
1599,171750.75475633543
1600,174531.85389258276
1601,70765.63819190198
1602,108491.9588918522
1603,75992.33994536576
1604,285607.2940668194
1605,241840.74170802778
1606,168064.04214280847
1607,159530.91919948626
1608,214872.42919438993
1609,187414.8630683607
1610,157862.48988618946
1611,149185.21721021394
1612,179961.4802507574
1613,172691.31161689584
1614,119462.70111734641
1615,87862.72802556172
1616,77270.04468794835
1617,89774.35709793026
1618,124263.67570590343
1619,137153.00329797863
1620,168494.44800730067
1621,141726.82955874607
1622,135135.6963318826
1623,277808.5375730889
1624,217494.31501749426
1625,122907.66149631825
1626,167470.58336203574
1627,185748.60763516868
1628,271811.5677277768
1629,172047.03843935195
1630,335038.4441432223
1631,199846.9502343266
1632,227217.665564165
1633,168830.21350969217
1634,189719.23153386277
1635,177813.90368169287
1636,162044.84521266684
1637,196972.4256043336
1638,200920.83855255425
1639,180932.45285137944
1640,243212.0694364341
1641,179622.47485493627
1642,226982.51478157638
1643,226682.7935580243
1644,231052.27106198997
1645,206314.11850722675
1646,153091.64834246482
1647,157728.51175650212
1648,136638.17683008368
1649,137661.15427633788
1650,116201.43574069985
1651,123850.59403941207
1652,96896.33056636635
1653,97470.08789752079
1654,151791.14430063032
1655,139131.89360570494
1656,145180.13828649846
1657,151651.13071158645
1658,149132.17990089193
1659,126857.82845643297
1660,153662.676865437
1661,435341.1309702074
1662,366775.3576628481
1663,409314.69261708466
1664,420053.28725864337
1665,311225.4492834262
1666,326321.8785243243
1667,376765.4118167285
1668,333003.00259837165
1669,281100.92582269036
1670,345906.36526582413
1671,284187.9112043178
1672,448949.9189193979
1673,296508.6039358508
1674,246610.61198221217
1675,193861.76700337214
1676,193154.85935191458
1677,211054.9950910633
1678,446992.6616539633
1679,406116.6272281697
1680,343342.8103172999
1681,253660.681656904
